はじめまして。わたしはマイク・ミラーです。	Perkenalkan. Saya Mike Miller.	တွေ့ရတာ ဝမ်းသာပါတယ်။ ကျွန်တော် Mike Miller ပါ။
はじめまして。わたしはキム・ミンジュンです。	Perkenalkan. Saya Kim Min-jun.	တွေ့ရတာ ဝမ်းသာပါတယ်။ ကျွန်တော် Kim Min-jun ပါ။
ミンジュンさんは がくせいですか。	Apakah Min-jun seorang pelajar?	Min-jun က ကျောင်းသားလား။
いいえ、がくせいじゃ ありません。かいしゃいんです。	Bukan, saya bukan pelajar. Saya karyawan perusahaan.	မဟုတ်ပါဘူး၊ ကျောင်းသား မဟုတ်ပါဘူး။ ကုမ္ပဏီဝန်ထမ်းပါ။
そうですか。どちらの かいしゃですか。	Oh begitu. Perusahaan mana?	ဟုတ်လား။ ဘယ်ကုမ္ပဏီမှာလဲ။
IMCです。ミラーさんは？	IMC. Kalau Anda, Pak Miller?	IMC ပါ။ Miller ကရော။
わたしも かいしゃいんです。ABCの しゃいんです。	Saya juga karyawan. Saya pegawai ABC.	ကျွန်တော်လည်း ကုမ္ပဏီဝန်ထမ်းပါ။ ABC ရဲ့ ဝန်ထမ်းပါ။
そうですか。よろしく おねがいします。	Oh begitu. Senang berkenalan dengan Anda.	ဟုတ်လား။ ရှေ့ဆက်ပြီး ကူညီပေးပါ။
こちらこそ、よろしく おねがいします。	Saya juga, senang berkenalan dengan Anda.	ကျွန်တော်ဘက်ကလည်း အတူတူပါပဲ။
ミラーさんは アメリカじんですか。	Apakah Pak Miller orang Amerika?	Miller က အမေရိကန်လူမျိုးလား။
はい、そうです。ミンジュンさんは かんこくじんですか。	Ya, benar. Apakah Min-jun orang Korea?	ဟုတ်ပါတယ်။ Min-jun က ကိုရီးယားလူမျိုးလား။
はい、そうです。どうぞ よろしく。	Ya, benar. Senang berkenalan.	ဟုတ်ပါတယ်။ တွေ့ရတာ ဝမ်းသာပါတယ်။
すみません、おなまえは？	Permisi, siapa nama Anda?	တစ်ဆိတ်လောက်၊ နာမည်ဘယ်လိုခေါ်လဲ။
テレーザです。テレーザ・サントスです。	Saya Teresa. Teresa Santos.	Teresa ပါ။ Teresa Santos ပါ။
サントスさんは なんさいですか。	Berapa umur Anda, Bu Santos?	Santos က အသက်ဘယ်လောက်လဲ။
25さいです。あなたは？	25 tahun. Kalau Anda?	၂၅ နှစ်ပါ။ ခင်ဗျားကရော။
わたしは 28さいです。サントスさんは ブラジルじんですか。	Saya 28 tahun. Apakah Bu Santos orang Brasil?	ကျွန်တော်က ၂၈ နှစ်ပါ။ Santos က ဘရာဇီးလူမျိုးလား။
はい、そうです。わたしは ブラジルじんです。	Ya, benar. Saya orang Brasil.	ဟုတ်ပါတယ်။ ကျွန်မက ဘရာဇီးလူမျိုးပါ။
そうですか。かいしゃいんですか。	Oh begitu. Apakah Anda karyawan?	ဟုတ်လား။ ကုမ္ပဏီဝန်ထမ်းလား။
