いまから試合が始まるところです。	Pertandingan baru akan dimulai sekarang.	အခုမှ ပြိုင်ပွဲ စတော့မယ့်အချိန်ပါ။
ちょうどよかった。間に合いましたね。	Pas sekali. Kita sempat, ya.	အချိန်ကိုက်ပဲ။ မီသွားတယ်နော်။
さっき昼ごはんを食べたところです。	Saya baru saja selesai makan siang.	ခုနကပဲ နေ့လယ်စာ စားပြီးသွားတာပါ။
あ、私は今から食べに行くところです。	Ah, saya baru mau pergi makan sekarang.	အာ့၊ ကျွန်တော်ကတော့ အခုမှ သွားစားတော့မယ့်အချိန်ပါ။
一緒に行きましょうか。	Mau pergi bersama?	အတူတူ သွားကြမလား။
ありがとうございます。でも、もう決めたので大丈夫です。	Terima kasih. Tapi karena sudah memutuskan, tidak apa-apa.	ကျေးဇူးတင်ပါတယ်။ ဒါပေမယ့် ဆုံးဖြတ်ထားပြီးသားမို့ ရပါတယ်။
荷物は明日届くはずですか。	Apakah barangnya seharusnya sampai besok?	ပစ္စည်းက မနက်ဖြန် ရောက်သင့်တာလား။
はい、午前中に届くはずです。	Ya, seharusnya sampai sebelum siang.	ဟုတ်ကဲ့၊ မနက်ပိုင်းမှာ ရောက်သင့်ပါတယ်။
もし届かなかったらどうしますか。	Kalau tidak sampai, bagaimana?	မရောက်လာရင် ဘယ်လိုလုပ်မလဲ။
お店に問い合わせるつもりです。	Saya berencana menanyakan ke toko.	ဆိုင်ကို စုံစမ်းမေးမြန်းဖို့ စိတ်ကူးထားပါတယ်။
外は雪が降るそうですよ。	Katanya di luar akan turun salju.	အပြင်မှာ နှင်းကျမယ်လို့ ဆိုပါတယ်။
本当ですか。防寒対策をしていきましょう。	Benarkah? Mari kita bersiap menghadapi dingin.	တကယ်လား။ အအေးဒဏ်ကာကွယ်ဖို့ ပြင်ဆင်သွားကြရအောင်။
コンサートが始まるようです。	Sepertinya konsernya akan dimulai.	ဂီတပွဲ စတော့မယ့်ပုံပါပဲ။
早く席につきましょう。	Ayo cepat duduk di kursi kita.	မြန်မြန် ထိုင်ခုံမှာ နေရာယူကြရအောင်။
あのレストランは閉まるそうですね。	Katanya restoran itu akan tutup, ya.	ဟိုစားသောက်ဆိုင်က ပိတ်တော့မယ်လို့ ဆိုပါတယ်နော်။
残念です。よく行っていたのに。	Sayang sekali. Padahal saya sering ke sana.	နှမြောစရာပါ။ မကြာခဏ သွားနေကျဆိုတော့လေ။
新しいお店ができるようですよ。	Sepertinya akan ada toko baru.	ဆိုင်အသစ် ဖွင့်တော့မယ့်ပုံပါ။
どんなお店ですか。	Toko seperti apa?	ဘယ်လိုဆိုင်မျိုးလဲ။
イタリアンレストランができるそうです。	Katanya akan dibuka restoran Italia.	အီတလီစားသောက်ဆိုင် ဖွင့်မယ်လို့ ဆိုပါတယ်။
それは楽しみですね。開店したら行ってみましょう。	Kita nantikan, ya. Kalau sudah buka, ayo kita coba.	စောင့်မျှော်စရာပဲနော်။ ဖွင့်ရင် သွားကြည့်ကြရအောင်။
部長はミラーさんをアメリカへ出張させました。	Kepala bagian menugaskan Pak Miller dinas ke Amerika.	ဌာနမှူးက Miller ကို အမေရိကားကို အလုပ်ကိစ္စ စေလွှတ်ခဲ့ပါတယ်။
そうですか。いつ行かれるんですか。	Oh begitu. Kapan beliau berangkat?	ဟုတ်လား။ ဘယ်တော့ သွားမှာလဲ။
来週だそうです。私は子どもに本を読ませます。	Katanya minggu depan. Saya menyuruh anak saya membaca buku.	နောက်အပတ်လို့ ဆိုပါတယ်။ ကျွန်တော်ကတော့ ကလေးကို စာအုပ်ဖတ်ခိုင်းပါတယ်။
お子さんはよく読むんですか。	Apakah anak Anda rajin membaca?	ကလေးက စာဖတ်လေ့ရှိလား။
はい、毎晩読む習慣があります。子どもに好きな仕事をさせたいんです。	Ya, dia punya kebiasaan membaca setiap malam. Saya ingin membiarkan anak melakukan pekerjaan yang dia sukai.	ဟုတ်ကဲ့၊ ညတိုင်း ဖတ်တဲ့အလေ့အထ ရှိပါတယ်။ ကလေးကို သူကြိုက်တဲ့အလုပ် လုပ်စေချင်ပါတယ်။
それは大切な考え方ですね。	Itu cara berpikir yang penting, ya.	အဲဒါ အရေးကြီးတဲ့ အတွေးအခေါ်ပဲနော်။
すみませんが、明日休ませていただけませんか。	Maaf, bolehkah saya izin libur besok?	အားနာပါတယ်၊ မနက်ဖြန် ခွင့်ယူလို့ရမလား။
何かありましたか。	Ada apa?	ဘာများ ဖြစ်လို့လဲ။
家族の病院に付き添わなければならないんです。	Saya harus menemani keluarga ke rumah sakit.	မိသားစုဝင်ကို ဆေးရုံ လိုက်ပို့ရမှာမို့လို့ပါ။
わかりました。お大事に。	Baik. Semoga lekas sembuh.	ရပါတယ်။ ဂရုစိုက်ပါနော်။
部長はもうお出かけになりましたか。	Apakah kepala bagian sudah berangkat?	ဌာနမှူး ထွက်သွားပြီလား။
はい、先ほどお出かけになりました。	Ya, beliau baru saja berangkat.	ဟုတ်ကဲ့၊ ခုနကပဲ ထွက်သွားပါပြီ။
グウ先生は何時に来られましたか。	Jam berapa Dr. Guu datang?	ဆရာ Guu က ဘယ်နှစ်နာရီမှာ ရောက်လာခဲ့လဲ။
先生はさっき来られました。	Beliau datang barusan.	ဆရာက ခုနကပဲ ရောက်လာပါတယ်။
部長は今どちらにいらっしゃいますか。	Kepala bagian sekarang ada di mana?	ဌာနမှူးက အခု ဘယ်မှာ ရှိပါသလဲ။
部長は会議室にいらっしゃいます。	Beliau ada di ruang rapat.	ဌာနမှူးက အစည်းအဝေးခန်းမှာ ရှိပါတယ်။
後ほどご連絡しようと思っていたんですが……。	Saya tadinya berpikir akan menghubungi Anda nanti...	နောက်မှ ဆက်သွယ်မယ်လို့ စိတ်ကူးထားခဲ့တာပါ...
お伝えしましょうか。	Perlu saya sampaikan?	ပြောပေးရမလား။
お手数ですが、3時に戻るとお伝えください。	Maaf merepotkan, tolong sampaikan bahwa saya kembali jam 3.	အနှောင့်အယှက်ဖြစ်စေပေမယ့် ၃ နာရီမှာ ပြန်လာမယ်လို့ ပြောပေးပါ။
かしこまりました。	Baik, dimengerti.	ဟုတ်ကဲ့၊ ရပါပြီ။
わたくしがコーヒーをお入れします。	Saya yang akan menyiapkan kopinya.	ကျွန်တော်က ကော်ဖီ ဖျော်ပေးပါမယ်။
ありがとうございます。ご丁寧に。	Terima kasih. Anda sopan sekali.	ကျေးဇူးတင်ပါတယ်။ စေတနာထားလိုက်တာ။
わたくしが今日の予定をご説明します。	Saya yang akan menjelaskan jadwal hari ini.	ကျွန်တော်က ဒီနေ့အစီအစဉ်ကို ရှင်းပြပေးပါမယ်။
よろしくお願いします。	Mohon bantuannya.	ကျေးဇူးပြုပါ။
また3時にお宅へ伺います。	Saya akan berkunjung ke rumah Anda lagi jam 3.	၃ နာရီမှာ အိမ်ကို ထပ်လာပါမယ်။
お待ちしております。	Kami menunggu kedatangan Anda.	စောင့်နေပါမယ်။
わたくしはミラーと申します。	Nama saya Miller.	ကျွန်တော် Miller လို့ ခေါ်ပါတယ်။
初めまして。どうぞよろしくお願いいたします。	Perkenalkan. Senang berkenalan dengan Anda.	တွေ့ရတာ ဝမ်းသာပါတယ်။ ရှေ့ဆက်ပြီး ကူညီပေးပါ။
こちらこそ、よろしくお願いいたします。何かご不明な点はございますか。	Saya juga. Apakah ada hal yang kurang jelas?	ကျွန်တော်ဘက်ကလည်း အတူတူပါပဲ။ မရှင်းလင်းတာ တစ်ခုခု ရှိပါသလား။
今のところ大丈夫です。何かあればご連絡いたします。	Untuk saat ini tidak ada. Kalau ada sesuatu, saya akan menghubungi Anda.	လောလောဆယ်တော့ ရပါတယ်။ တစ်ခုခုရှိရင် ဆက်သွယ်ပါမယ်။
よろしくお願いいたします。	Mohon bantuannya.	ကျေးဇူးပြုပါ။
