あした あめが ふると おもいますか。	Menurut Anda besok akan hujan?	မနက်ဖြန် မိုးရွာမယ်လို့ ထင်လား။
はい、ふると おもいます。てんきよほうで そう いっていました。	Ya, saya rasa akan hujan. Ramalan cuaca bilang begitu.	ဟုတ်ကဲ့၊ ရွာမယ်လို့ ထင်ပါတယ်။ မိုးလေဝသခန့်မှန်းချက်မှာ အဲလိုပြောပါတယ်။
じゃあ、かさを もっていったほうが いいですね。	Kalau begitu, sebaiknya bawa payung, ya.	ဒါဆိုရင် ထီးယူသွားတာ ကောင်းမယ်နော်။
そうですね。ミラーさんは どこへ いったと おもいますか。	Benar. Menurut Anda Pak Miller pergi ke mana?	ဟုတ်တယ်နော်။ Miller က ဘယ်သွားတယ်လို့ ထင်လဲ။
かいしゃへ いったと おもいます。	Saya rasa dia pergi ke kantor.	ကုမ္ပဏီကို သွားတယ်လို့ ထင်ပါတယ်။
かちょうに なにか いいましたか。	Apakah Anda mengatakan sesuatu kepada kepala bagian?	ဌာနမှူးကို တစ်ခုခု ပြောခဲ့လား။
はい、らいしゅう やすむと いいました。	Ya, saya bilang minggu depan akan libur.	ဟုတ်ကဲ့၊ နောက်အပတ် နားမယ်လို့ ပြောခဲ့ပါတယ်။
そうですか。あした パーティーに きますよね？	Oh begitu. Besok Anda datang ke pesta, kan?	ဟုတ်လား။ မနက်ဖြန် ပါတီကို လာမှာနော်။
はい、たぶん いくと おもいます。	Ya, mungkin saya akan datang.	ဟုတ်ကဲ့၊ သွားဖြစ်မယ်လို့ ထင်ပါတယ်။
たのしみに して います。	Saya menantikannya.	စောင့်မျှော်နေပါမယ်။
にほんごの べんきょうは たいへんだと おもいますか。	Menurut Anda belajar bahasa Jepang itu berat?	ဂျပန်စာလေ့လာတာ ပင်ပန်းတယ်လို့ ထင်လား။
はい、むずかしいと おもいます。でも、たのしいとも おもいます。	Ya, menurut saya sulit. Tapi juga menyenangkan.	ဟုတ်ကဲ့၊ ခက်တယ်လို့ ထင်ပါတယ်။ ဒါပေမယ့် ပျော်စရာလည်းကောင်းတယ်လို့ ထင်ပါတယ်။
そうですね。まいにち べんきょうすることが たいせつだと おもいます。	Benar. Saya rasa belajar setiap hari itu penting.	ဟုတ်တယ်နော်။ နေ့တိုင်း လေ့လာတာက အရေးကြီးတယ်လို့ ထင်ပါတယ်။
せんせいは なにか いいましたか。	Apakah guru mengatakan sesuatu?	ဆရာက တစ်ခုခု ပြောခဲ့လား။
